('</s>', '<s>'): 3914
('appointed', 'and'): 1
('warm', 'on'): 1
('cool', 'weekend'): 1
('the', 'walking'): 1
('michigan', 'av'): 1
('av', 'is'): 1
('huge', 'plus'): 1
('plus', '.'): 1
('is', 'top'): 1
('notch', '!'): 1
('and', 'david'): 1
('primehouse', 'is'): 1
('be', 'missed'): 1
('missed', '!'): 1
('sheraton', 'for'): 1
('an', 'onsite'): 1
('onsite', 'conference'): 1
('problems', 'from'): 1
('the', 'getgo'): 1
('getgo', '.'): 1
('check-in', 'even'): 1
('made', 'arrangements'): 1
('arrangements', 'beforehand'): 1
('beforehand', 'to'): 1
('pay', 'by'): 1
('by', 'company'): 1
('company', 'check'): 1
('on', 'file'): 1
('file', '.'): 1
('was', 'okay'): 1
('okay', ','): 1
('worth', 'what'): 1
('of', 'messed'): 1
('messed', 'up'): 1
('also', 'charge'): 1
('access', ','): 1
('hotels', 'provide'): 1
('provide', 'free'): 1
('conference', 'food'): 1
('i', 'assume'): 1
('assume', 'is'): 1
('is', 'catered'): 1
('catered', 'by'): 1
('good', 'at'): 1
('morning', 'before'): 1
('before', 'check-out'): 1
('check-out', 'time'): 1
('else', 'got'): 1
('got', 'assigned'): 1
('was', 'attempting'): 1
('attempting', 'to'): 1
('they', 'locked'): 1
('locked', 'me'): 1
('my', 'luggage'): 1
('luggage', 'still'): 1
('my', 'check'): 1
('staying', 'somewhere'): 1
('night', 'before'): 1
('before', 'coming'): 1
('coming', 'home'): 1
('it', 'highly'): 1
('<s>', 'evidently'): 1
('evidently', 'popular'): 1
('popular', 'and'): 1
('and', 'busy'): 1
('busy', ','): 1
('still', 'helpful'): 1
('<s>', 'bathrooms'): 1
(',', 'bright'): 1
('bright', 'and'): 1
('spacious', 'also'): 1
("'d", 'definitely'): 1
('hotel', 'too'): 1
("'s", 'close'): 1
('swissotel', 'in'): 1
('was', 'travelling'): 1
('at', 'different'): 1
('had', 'added'): 1
('added', 'my'): 1
('name', 'to'): 1
('reservation', 'since'): 1
('be', 'arriving'): 1
('arriving', 'first'): 1
('in', 'since'): 1
('the', 'note'): 1
('note', 'about'): 1
('name', 'being'): 1
('was', 'their'): 1
('mistake', ')'): 1
('could', 'sit'): 1
('4', 'hours'): 1
('hours', 'until'): 1
('until', 'my'): 1
('friend', 'arrived'): 1
('try', 'and'): 1
('and', 'help'): 1
('i', 'stood'): 1
('and', 'complained'): 1
('complained', 'for'): 1
('for', 'twenty'): 1
('believe', 'that'): 1
('``', 'manager'): 1
('``', 'would'): 1
('would', 'treat'): 1
('treat', 'a'): 1
('customer', 'this'): 1
('the', 'aggravation'): 1
('aggravation', '!'): 1
('so', 'helpful'): 1
('<s>', 'without'): 1
('hesitation', 'they'): 1
('best', 'recommendations'): 1
('and', 'attractions'): 1
('attractions', 'all'): 1
('all', 'turning'): 1
('turning', 'out'): 1
('be', 'wonderful'): 1
('even', 'gave'): 1
('us', 'business'): 1
('business', 'cards'): 1
('cards', 'for'): 1
('restaurants', 'that'): 1
('take', 'reservations'): 1
('reservations', 'so'): 1
('could', 'obtain'): 1
('obtain', 'preferential'): 1
('preferential', 'or'): 1
('or', 'immediate'): 1
('immediate', 'seating'): 1
('seating', "'s"): 1
('the', 'health'): 1
('by', 'joining'): 1
('joining', 'the'): 1
('the', 'presidents'): 1
('presidents', 'club'): 1
('it', 'only'): 1
('only', 'cost'): 1
('cost', 'ten'): 1
('ten', 'dollars'): 1
('dollars', 'a'): 1
('the', 'facilities'): 1
(',', 'updated'): 1
('updated', 'and'): 1
('views', 'looking'): 1
('3', 'directions'): 1
('directions', '.'): 1
('was', 'exceptional'): 1
('exceptional', '.'): 1
('getting', 'mostly'): 1
('mostly', 'anywhere'): 1
('overpriced', 'so'): 1
('our', 'cart'): 1
('cart', 'to'): 1
('the', 'underground'): 1
('underground', 'millennium'): 1
('millennium', 'garage'): 1
('garage', 'that'): 1
('25.00', 'per'): 1
('per', '24'): 1
('24', 'hours'): 1
('blocks', 'walk'): 1
('conrad', 'hilton'): 1
('hilton', 'recently'): 1
('recently', 'took'): 1
('took', 'over'): 1
('property', 'from'): 1
('the', 'failed'): 1
('failed', 'meridian'): 1
('has', 'inherited'): 1
('inherited', 'a'): 1
('hotel', 'property'): 1
('property', 'that'): 1
('just', 'does'): 1
('elevators', 'to'): 1
('take', 'you'): 1
('you', 'up'): 1
('a', 'result'): 1
('result', ','): 1
('was', 'often'): 1
('often', 'a'): 1
('a', 'line'): 1
('line', 'waiting'): 1
('same', 'problem'): 1
('problem', 'affects'): 1
('affects', 'the'): 1
('room', 'elevators'): 1
('elevators', 'located'): 1
('located', 'beyond'): 1
('registration', 'area'): 1
('will', 'find'): 1
('poor', 'elevator'): 1
('elevator', 'layout'): 1
('layout', 'annoying'): 1
('annoying', '.'): 1
('would', 'consider'): 1
('consider', 'small'): 1
('other', 'chicago'): 1
('chicago', 'hotels'): 1
('like', 'modern'): 1
('modern', 'design'): 1
('design', ','): 1
('quite', 'stark'): 1
('and', 'cold'): 1
('also', 'showing'): 1
('showing', 'quite'): 1
('wear', 'and'): 1
('and', 'tear'): 1
('tear', '.'): 1
('has', 'anyone'): 1
('anyone', 'from'): 1
('from', 'management'): 1
('management', 'tried'): 1
('chair', 'and'): 1
('desk', '?'): 1
('most', 'uncomfortable'): 1
('uncomfortable', 'set-up'): 1
('set-up', 'i'): 1
("'ve", 'experienced'): 1
('experienced', '.'): 1
('are', 'non-existent'): 1
('non-existent', 'for'): 1
('city', 'with'): 1
('amazing', 'vistas'): 1
('vistas', ','): 1
('was', 'disappointing'): 1
('disappointing', '.'): 1
('couple', 'walking'): 1
('halls', 'with'): 1
('with', 'management'): 1
('management', 'trying'): 1
('was', 'acceptable'): 1
('acceptable', 'to'): 1
('a', 'highlight'): 1
('quality', 'presentation'): 1
('presentation', '.'): 1
('sorry', 'i'): 1
('better', 'review'): 1
('some', 'incredible'): 1
('incredible', 'hotels'): 1
('and', 'sightseeing'): 1
('sightseeing', ','): 1
('are', 'tiny'): 1
('be', 'expected'): 1
('expected', 'in'): 1
('old', 'urban'): 1
('urban', 'hotel'): 1
('but', 'apparently'): 1
('apparently', 'care'): 1
('care', 'has'): 1
('been', 'given'): 1
('given', 'to'): 1
('to', 'updating'): 1
('updating', 'the'): 1
('(', 'ever'): 1
('ever', '!'): 1
('the', 'crown'): 1
('crown', 'molding'): 1
('molding', 'and'): 1
('and', 'base'): 1
('boards', 'are'): 1
('are', 'cracked'): 1
('cracked', 'and'): 1
('it', 'appears'): 1
('appears', 'to'): 1
('to', 'only'): 1
('been', 'painted'): 1
('the', 'newer'): 1
('newer', 'tub'): 1
('tub', 'liner'): 1
('liner', 'in'): 1
('is', 'merely'): 1
('merely', 'floating'): 1
('floating', 'above'): 1
('old', 'tub'): 1
('you', 'stand'): 1
('stand', 'in'): 1
('shower', 'it'): 1
('it', 'bubbles'): 1
('bubbles', 'under'): 1
('your', 'feet'): 1
('shower', 'tiles'): 1
('tiles', 'are'): 1
('the', 'grout'): 1
('grout', 'is'): 1
('been', 'restored'): 1
('restored', 'the'): 1
('the', 'updating'): 1
('updating', 'that'): 1
('been', 'done'): 1
('done', 'are'): 1
('are', 'merely'): 1
('merely', 'band-aides'): 1
('band-aides', '.'): 1
('fan', 'exhaust'): 1
('exhaust', 'in'): 1
('is', 'ontop'): 1
('ontop', 'of'): 1
('hard', 'surface'): 1
('surface', ','): 1
(',', 'probaly'): 1
('probaly', 'concrete'): 1
('concrete', 'with'): 1
('no', 'pad'): 1
('pad', 'in'): 1
('between', '.'): 1
('is', 'smokey'): 1
('smokey', 'because'): 1
('large', 'open'): 1
('open', 'bar'): 1
('small', 'space'): 1
('town', 'on'): 1
('and', 'supposed'): 1
('stay', '4'): 1
('left', 'after'): 1
('really', 'excited'): 1
('reading', 'several'): 1
('several', 'reviews'): 1
('reviews', 'online'): 1
('disappointing', 'experience'): 1
('mistake', 'and'): 1
('was', 'oversold'): 1
('oversold', '.'): 1
('move', 'to'): 1
('<s>', 'amalfi'): 1
('amalfi', 'did'): 1
('did', 'take'): 1
(',', 'cab'): 1
('fare', ','): 1
('after', 'much'): 1
('much', 'negotiating'): 1
('negotiating', '...'): 1
('...', 'breakfast'): 1
('2', 'children'): 1
('very', 'inconvenient'): 1
('of', 'getting'): 1
('getting', 'up'): 1
('and', 'going'): 1
('museum', 'as'): 1
('had', 'planned'): 1
('planned', ','): 1
(',', 'pack'): 1
('pack', 'up'): 1
('our', 'suitcases'): 1
('suitcases', ','): 1
('check', 'back'): 1
('only', 'then'): 1
('then', 'could'): 1
('could', 'we'): 1
('we', 'head'): 1
('museum', '.'): 1
("'s", 'stay'): 1
('stay', 'would'): 1
('be', 'refunded'): 1
('refunded', '.'): 1
('than', '3'): 1
('3', 'weeks'): 1
('weeks', 'and'): 1
('and', '3'): 1
('3', 'phone'): 1
('calls', 'later'): 1
('later', '...'): 1
('there', 'still'): 1
('still', 'has'): 1
("n't", 'been'): 1
('a', 'refund'): 1
('manager', 'to'): 1
("n't", 'all'): 1
('all', 'bad'): 1
('bad', ','): 1
('to', 'train'): 1
('bus', 'stops'): 1
('stops', 'and'): 1
('has', 'many'): 1
('restaurants', 'within'): 1
('the', 'coctail'): 1
('coctail', 'reception'): 1
('reception', 'had'): 1
('nice', 'selection'): 1
('appetizers', '.'): 1
('no', 'place'): 1
('sit', 'both'): 1
('attended', '.'): 1
('one', 'reason'): 1
('reason', 'we'): 1
('2', 'queen'): 1
('beds', 'instead'): 1
('of', 'doubles'): 1
('doubles', ','): 1
('seemed', 'really'): 1
('really', 'small'): 1
('for', 'queens'): 1
('our', 'view'): 1
(',', 'overall'): 1
('night', 'that'): 1
('were', 'sent'): 1
('sent', 'to'): 1
('city', 'from'): 1
('the', '22nd'): 1
('22nd', 'floor'): 1
('disappointing', 'indeed'): 1
('indeed', '!'): 1
('visit', 'our'): 1
('our', 'son'): 1
('some', 'friends'): 1
('friends', 'from'): 1
('from', 'norway'): 1
('norway', 'who'): 1
('were', 'vacationing'): 1
('vacationing', 'in'): 1
('really', 'disappointed'): 1
('accommodations', '.'): 1
('the', 'web'): 1
('web', 'site'): 1
('site', 'has'): 1
('a', 'photo'): 1
('photo', 'of'): 1
('the', '18'): 1
('18', 'story'): 1
('story', 'building'): 1
('that', 'houses'): 1
('houses', 'the'): 1
("n't", 'state'): 1
('state', 'that'): 1
('hotel', 'only'): 1
('only', 'occupies'): 1
('occupies', 'the'): 1
('first', '6'): 1
('6', 'floors'): 1
('floors', 'of'): 1
('rest', 'are'): 1
('are', 'offices'): 1
('offices', '.'): 1
('the', '4th'): 1
('4th', 'floor'): 1
('blank', 'brick'): 1
('wall', 'about'): 1
('about', '16'): 1
('16', 'feet'): 1
('feet', 'distant'): 1
('distant', '.'): 1
('was', 'unremarkable'): 1
('unremarkable', ','): 1
('with', 'standard'): 1
('standard', 'furnishings'): 1
('furnishings', 'equivalent'): 1
('equivalent', 'to'): 1
('tucked', 'behind'): 1
('new', 'trump'): 1
('trump', 'tower'): 1
('and', 'opens'): 1
('opens', 'on'): 1
('a', 'surprisingly'): 1
('surprisingly', 'sketchy'): 1
('sketchy', 'stretch'): 1
('stretch', 'of'): 1
('of', 'road/sidewalk'): 1
('road/sidewalk', '.'): 1
('our', 'norwegian'): 1
('norwegian', 'friends'): 1
('by', 'contrast'): 1
('contrast', ','): 1
(',', 'stayed'): 1
('of', 'swissotel'): 1
('superb', 'hotel'): 1
('including', 'a'): 1
('a', 'luxurious'): 1
('luxurious', 'bathroom'): 1
('is', 'first'): 1
('excellent', '('): 1
('and', 'complimentary'): 1
('complimentary', 'for'): 1
('for', 'hilton'): 1
('honors', 'members'): 1
('members', ')'): 1
('is', 'connected'): 1
('i', 'imagine'): 1
('imagine', 'would'): 1
('great', 'asset'): 1
('asset', 'in'): 1
('chicago', 'winter'): 1
('winter', '.'): 1
('was', 'busy'): 1
('busy', '!'): 1
('was', 'tired'): 1
('not', 'feeling'): 1
('feeling', 'well'): 1
('well', 'from'): 1
('tough', 'road'): 1
('road', 'show'): 1
('show', '.'): 1
('so', 'fast'): 1
('nice', 'that'): 1
('walked', 'away'): 1
('desk', 'smiling'): 1
('smiling', '...'): 1
('that', 'alone'): 1
('alone', 'was'): 1
('great', 'feeling'): 1
('feeling', '.'): 1
('any', 'experience'): 1
('service', 'really'): 1
('is', 'everything'): 1
('this', 'top'): 1
('top', 'marks'): 1
('marks', 'for'): 1
('meeting', 'down'): 1
('sure', 'how'): 1
('there', '-'): 1
('a', 'person'): 1
('person', 'approached'): 1
('approached', 'me'): 1
('me', 'get'): 1
('my', 'meeting'): 1
('thought', 'he'): 1
('getting', 'me'): 1
('taxi', '-'): 1
('no', '-'): 1
('-', 'he'): 1
('he', 'walked'): 1
('his', 'suv'): 1
('suv', 'and'): 1
('and', 'drove'): 1
('the', 'meeting'): 1
('meeting', ','): 1
('free', 'service'): 1
('``', 'he'): 1
('he', 'stated'): 1
('stated', 'as'): 1
('drove', '...'): 1
('...', 'really'): 1
('so', 'cool'): 1
('even', 'talked'): 1
('talked', 'about'): 1
('room', 'yet'): 1
('yet', '-'): 1
('great', 'dinner'): 1
('professional', 'service'): 1
('no', 'attitude'): 1
('return', '-'): 1
('just', 'up'): 1
('up', 'date'): 1
('date', 'the'): 1
('rooms', 'a'): 1
(',', 'thats'): 1
('thats', 'all'): 1
('curtains', 'need'): 1
('need', 'some'): 1
('some', 'help'): 1
('entire', 'week'): 1
('week', 'on'): 1
('part', 'a'): 1
('very', 'elegant'): 1
('convenient', 'visit'): 1
(',', 'attentive'): 1
('just', 'north'): 1
('the', 'tribune'): 1
('tribune', 'tower'): 1
('tower', '&'): 1
('nice', 'fitness'): 1
('fitness', 'club'): 1
('downside', 'is'): 1
('is', 'i'): 1
('feeling', 'that'): 1
('being', 'nickle'): 1
('nickle', '&'): 1
('&', 'dimed'): 1
('dimed', ':'): 1
(':', '$'): 1
('10', 'a'): 1
('wi-fi', ','): 1
('6', 'bottles'): 1
('$', '26'): 1
('26', 'mini-bottle'): 1
('mini-bottle', 'of'): 1
(',', 'tipping'): 1
('tipping', 'multiple'): 1
('for', 'carrying'): 1
('carrying', 'the'): 1
('same', 'bags'): 1
('bags', ','): 1
('their', 'in-house'): 1
('in-house', 'restaurant'): 1
('restaurant', 'zest'): 1
('is', 'zagat'): 1
('zagat', 'rated'): 1
('rated', 'though'): 1
('sure', 'why'): 1
('walk', 'there'): 1
('restaurants', 'with'): 1
('with', 'much'): 1
('food', 'than'): 1
('than', 'zest'): 1
('zest', '.'): 1
('be', 'near'): 1
('loop', 'i'): 1
("'d", 'stay'): 1
('intercontinental', 'again'): 1
('november', '2011'): 1
('2011', 'on'): 1
('leisure', 'trip'): 1
('rooms', 'that'): 1
('just', 'are'): 1
("n't", 'good'): 1
('good', 'enough'): 1
('-', 'prefer'): 1
('prefer', 'the'): 1
('hyatt', 'properties'): 1
('properties', '('): 1
('(', 'regency'): 1
('regency', 'is'): 1
('is', 'similarly'): 1
('similarly', 'priced'): 1
('priced', ','): 1
('hyatt', 'is'): 1
('is', '3x'): 1
('3x', 'more'): 1
('more', ')'): 1
('a', 'list'): 1
('of', 'boutique'): 1
('well', '('): 1
('(', 'kimpton'): 1
('kimpton', ','): 1
(':', '-the'): 1
('-the', 'only'): 1
('only', 'hotel'): 1
('that', 'opens'): 1
('opens', 'onto'): 1
('onto', 'michigan'): 1
('the', 'excitement'): 1
('excitement', '-eno'): 1
('-eno', 'wine'): 1
('bar', 'has'): 1
('great', 'selection'): 1
('of', 'cheeses'): 1
('cheeses', '-rooms'): 1
('-rooms', 'are'): 1
('clean', 'cons'): 1
(':', '-some'): 1
('-some', 'hotel'): 1
('just', 'make'): 1
('make', 'no'): 1
('no', 'sense'): 1
('sense', '-'): 1
('a', 'window'): 1
('window', 'overlooking'): 1
('overlooking', 'a'): 1
('a', 'ledge'): 1
('ledge', '('): 1
('(', 'effectively'): 1
('effectively', 'no'): 1
('two', 'windows'): 1
('out', 'onto'): 1
('wall', '('): 1
('(', 'actually'): 1
('actually', 'no'): 1
(')', '-you'): 1
('-you', 'have'): 1
('everything', '-'): 1
('-', 'internet'): 1
('pool', '('): 1
('available', 'due'): 1
('to', 'renovation'): 1
('renovation', '...'): 1
(')', '-entire'): 1
('-entire', 'hotel'): 1
('very', 'old'): 1
('a', 'classical'): 1
('classical', 'sense'): 1
('sense', 'but'): 1
('a', 'ghost'): 1
('ghost', 'story'): 1
('story', 'one'): 1
('one', '-front'): 1
('-front', 'desk'): 1
('rude', '</s>'): 1
('amalfi', 'for'): 1
('say', 'after'): 1
('here', 'i'): 1
('bit', 'more'): 1
('a', 'fine'): 1
('fine', 'place'): 1
('clean', 'bathrooms'): 1
('bathrooms', 'and'): 1
('and', 'comfy'): 1
('does', 'have'): 1
('have', 'comfy'): 1
('free', 'continental'): 1
('sheets', 'though'): 1
('us', 'itch'): 1
('itch', 'for'): 1
('some', 'reason'): 1
('reason', 'and'): 1
('are', 'normally'): 1
('normally', 'not'): 1
('not', 'sensitive'): 1
('to', 'these'): 1
('could', 'really'): 1
('really', 'benefit'): 1
('benefit', 'from'): 1
('from', 'some'): 1
('some', 'bagels'): 1
('bagels', 'or'): 1
('or', 'yougurt'): 1
('yougurt', '.'): 1
('morning', 'sugar'): 1
('sugar', 'attach'): 1
('attach', 'of'): 1
('of', 'muffins'): 1
(',', 'danishes'): 1
('danishes', ','): 1
(',', 'sweet'): 1
('sweet', 'breads'): 1
('breads', ','): 1
('and', 'croissants'): 1
('croissants', '.'): 1
('around', 'but'): 1
('big', 'chain'): 1
('chain', 'variety'): 1
('variety', ','): 1
('are', 'into'): 1
('a', 'climate'): 1
('climate', 'control'): 1
('control', 'device'): 1
('device', 'in'): 1
('it', 'keeps'): 1
('keeps', 'blowing'): 1
('blowing', 'air'): 1
('air', 'all'): 1
(',', 'alternating'): 1
('alternating', 'between'): 1
('between', 'cold'): 1
('right', 'over'): 1
('a', 'sign'): 1
('sign', 'not'): 1
('turn', 'it'): 1
('off', 'but'): 1
('did', 'once'): 1
('once', 'just'): 1
('what', 'happens'): 1
('happens', 'and'): 1
('room', 'got'): 1
('got', 'uncomfortably'): 1
('uncomfortably', 'stale'): 1
('stale', '.'): 1
('center', 'where'): 1
('can', 'send'): 1
('send', 'fax'): 1
('fax', 'and'): 1
('and', 'use'): 1
('problem', 'is'): 1
('one', 'tiny'): 1
('one', 'computer'): 1
('computer', 'in'): 1
('one', 'person'): 1
('time', '...'): 1
('like', 'luxury'): 1
('luxury', ','): 1
('regular', 'hotel'): 1
('try', 'red'): 1
('least', 'we'): 1
("'ll", 'know'): 1
('i', 'choose'): 1
('suites', 'in'): 1
('called', 'them'): 1
('them', 'directly'): 1
('directly', 'in'): 1
('in', 'search'): 1
('search', 'of'): 1
('room', 'within'): 1
('walking', 'distances'): 1
('distances', 'of'): 1
('the', 'attractions'): 1
('attractions', 'of'): 1
('was', 'apparent'): 1
('apparent', 'that'): 1
('was', 'chaos'): 1
('chaos', 'do'): 1
('elevators', 'being'): 1
('service', '('): 1
('been', 'since'): 1
('since', 'tuesday'): 1
('tuesday', ','): 1
('was', 'saturday'): 1
('saturday', ')'): 1
('<s>', 'once'): 1
('i', 'figured'): 1
('figured', 'our'): 1
('our', 'relaxing'): 1
('relaxing', 'time'): 1
('time', 'had'): 1
('had', 'begun'): 1
('begun', '.'): 1
('and', 'headed'): 1
('headed', 'for'): 1
('for', 'the17th'): 1
('the17th', 'floor'): 1
('elevator', 'but'): 1
('but', 'finally'): 1
('finally', 'made'): 1
('it', 'two'): 1
('two', 'our'): 1
('door', 'it'): 1
('opened', 'to'): 1
('surprise', 'of'): 1
('of', 'me'): 1
('family', 'already'): 1
('already', 'inside'): 1
('-', 'yup'): 1
('yup', 'we'): 1
('got', 'double'): 1
('double', 'booked'): 1
('seemed', 'ok'): 1
('ok', 'with'): 1
('their', 'surprise'): 1
('surprise', 'visitors'): 1
('visitors', '.'): 1
('<s>', 'said'): 1
('said', 'our'): 1
('our', 'apologies'): 1
('head', 'back'): 1
('floor', 'registration'): 1
('registration', 'to'): 1
('figure', 'the'): 1
('mess', 'out'): 1
('have', 'now'): 1
('been', 'at'): 1
('hour', 'with'): 1
('and', 'slightly'): 1
('slightly', 'annoyed'): 1
('<s>', 'made'): 1
('reservation', 'desk'): 1
('and', 'explained'): 1
('explained', 'the'): 1
('apology', 'and'): 1
('new', 'key'): 1
('hand', 'waited'): 1
('floor', 'for'): 1
('four', 'including'): 1
('including', 'two'): 1
('two', 'full'): 1
('full', 'grown'): 1
('grown', 'teenage'): 1
('teenage', 'boys'): 1
('way', 'they'): 1
('to', 'fit'): 1
('fit', 'on'): 1
('really', 'annoyed'): 1
('annoyed', 'now'): 1
('beds', 'left'): 1
('left', 'even'): 1
('had', 'specifically'): 1
('specifically', 'asked'): 1
('beds', 'when'): 1
('it', 'said'): 1
('said', 'two'): 1
('on', 'preference'): 1
('preference', 'on'): 1
('reservation', 'agent'): 1
('agent', 'assured'): 1
('assured', 'me'): 1
('beds', 'would'): 1
('be', 'available'): 1
('available', 'when'): 1
('she', 'went'): 1
('far', 'to'): 1
('to', 'but'): 1
('but', 'two'): 1
('reservation', 'paper'): 1
('paper', 'work'): 1
('the', 'operator'): 1
('operator', 'said'): 1
('are', 'is'): 1
('one', 'two'): 1
('thing', 'we'): 1
('a', 'fold'): 1
('fold', 'up'): 1
('up', 'bed'): 1
('that', 'took'): 1
('took', 'away'): 1
('away', 'half'): 1
('total', 'of'): 1
('of', '349.00'): 1
('349.00', 'for'): 1
('mess', 'mentioned'): 1
('breakfast', 'out'): 1
('am', 'pretty'): 1
('pretty', 'sure'): 1
('chicago', 'will'): 1
('include', 'this'): 1
('you', 'that'): 1
('are', 'frequent'): 1
('frequent', 'hws/hilton'): 1
('hws/hilton', 'customers'): 1
('customers', 'but'): 1
('our', 'list'): 1
('of', 'stops'): 1
('stops', 'in'): 1
('moment', 'we'): 1
('lobby', 'through'): 1
('through', 'check'): 1
('and', 'contemptuous'): 1
('contemptuous', '.'): 1
('only', 'serviceable'): 1
('serviceable', ','): 1
('not', 'live'): 1
('the', 'pompous'): 1
('pompous', 'self-descriptions'): 1
('self-descriptions', 'on'): 1
('bathroom', 'porthole'): 1
('porthole', 'and'): 1
('and', 'sliding'): 1
('door', 'were'): 1
('were', 'odd'): 1
('odd', 'and'): 1
('and', 'inconvenient'): 1
('the', "'fitness"): 1
("'fitness", 'centre'): 1
('centre', "'"): 1
('and', 'poor'): 1
('come', 'here'): 1
('is', 'excellently'): 1
('excellently', 'situated'): 1
('situated', 'for'): 1
('for', 'visiting'): 1
('visiting', 'the'): 1
('institute', 'or'): 1
('or', 'millennium'): 1
('``', 'old'): 1
('old', 'classic'): 1
('classic', '``'): 1
('main', 'lobby'): 1
('with', 'any'): 1
('any', 'hotel'): 1
('hotel', 'dating'): 1
('dating', 'from'): 1
('from', 'long'): 1
('long', 'ago'): 1
('ago', '('): 1
('the', 'current'): 1
('current', 'one'): 1
('in', '1923-25'): 1
('1923-25', ')'): 1
('with', 'extensive'): 1
('extensive', 'remodeling'): 1
('remodeling', '('): 1
('in', '2007-2009'): 1
('2007-2009', ')'): 1
('create', 'spaces'): 1
('spaces', 'that'): 1
('are', 'comparable'): 1
('comparable', 'to'): 1
('expected', 'today'): 1
('many', 'cases'): 1
('are', 'load'): 1
('load', 'bearing'): 1
('bearing', 'so'): 1
('so', 'can'): 1
('be', 'changed'): 1
('changed', 'too'): 1
('much', ')'): 1
('a', 'reasonably'): 1
('reasonably', 'sized'): 1
('sized', 'room'): 1
('(', 'king'): 1
('and', 'space'): 1
('and', 'lounge'): 1
('lounge', 'chair'): 1
('chair', ')'): 1
('small', 'with'): 1
('out', 'toiletries'): 1
('machine', 'in'): 1
('have', 'come'): 1
('in', 'virtually'): 1
('virtually', 'all'): 1
('hotels', 'these'): 1
('my', 'major'): 1
('major', 'complaint'): 1
('complaint', 'about'): 1
('lounge', '.'): 1
('usually', 'worth'): 1
('worth', 'while'): 1
('pay', 'the'): 1
('for', 'access'): 1
('access', '-'): 1
('hotels', 'it'): 1
('two', 'breakfasts'): 1
('are', 'usually'): 1
('usually', 'some'): 1
('some', 'hors'): 1
("d'oeuvres", 'in'): 1
('evening', 'along'): 1
('modest', 'wine'): 1
('modest', 'price'): 1
('(', 'since'): 1
('are', 'currently'): 1
('currently', 'at'): 1
('the', 'diamond'): 1
('diamond', 'level'): 1
('level', 'in'): 1
('honors', 'program'): 1
('get', 'access'): 1
('access', 'for'): 1
('free', 'at'): 1
('the', 'hiltons'): 1
('hiltons', 'but'): 1
('usually', 'upgrade'): 1
('upgrade', 'at'): 1
('other', 'chains'): 1
('chains', 'such'): 1
('palmer', 'executive'): 1
('lounge', 'i'): 1
('of', 'glasses'): 1
('glasses', 'of'): 1
('wine', '('): 1
('a', 'bartender'): 1
('bartender', 'on'): 1
('duty', ')'): 1
('slightly', 'surprised'): 1
('cost', '-'): 1
('$', '9/glass'): 1
('9/glass', 'which'): 1
('$', '21.44'): 1
('21.44', 'for'): 1
('two', 'with'): 1
('tax', 'and'): 1
('tip', '-'): 1
('even', 'more'): 1
('more', 'surprised'): 1
('worst', 'wine'): 1
('wine', 'i'): 1
('had', 'tasted'): 1
('tasted', 'in'): 1
('many', 'years'): 1
('as', 'trader'): 1
("'s", 'cheapest'): 1
('cheapest', '$'): 1
('$', '2.99'): 1
('2.99', 'wine'): 1
('wine', 'that'): 1
('tried', 'a'): 1
('of', 'weeks'): 1
('weeks', 'ago'): 1
('the', 'bottle'): 1
('bottle', 'to'): 1
('was', '('): 1
('did', 'notice'): 1
('to', 'fish'): 1
('fish', 'it'): 1
('a', 'cupboard'): 1
('cupboard', ')'): 1
('of', 'groups'): 1
('groups', 'in'): 1
('lounge', 'had'): 1
('brought', 'their'): 1
('own', 'wine'): 1
('can', 'understand'): 1
('understand', 'iot'): 1
('iot', 'at'): 1
('prices', 'they'): 1
('were', 'charging'): 1
('charging', '.'): 1
('it', 'then'): 1
('then', 'occurred'): 1
('occurred', 'to'): 1
('wine', 'had'): 1
('been', 'sitting'): 1
('around', 'open'): 1
('saw', 'that'): 1
('offered', 'three'): 1
('three', 'red'): 1
('red', 'wines'): 1
('wines', 'by'): 1
('the', 'glass'): 1
('glass', '-'): 1
('same', 'three'): 1
('three', 'varietals'): 1
('varietals', 'as'): 1
('as', 'at'): 1
('the', 'cabernet'): 1
('cabernet', 'was'): 1
('hill', 'at'): 1
('$', '10.50/glass'): 1
('10.50/glass', 'from'): 1
('i', 'presume'): 1
('presume', 'that'): 1
('at', 'some'): 1
('time', 'been'): 1
('hill', 'that'): 1
('been', 'left'): 1
('left', 'to'): 1
('turn', 'to'): 1
('to', 'vinegar'): 1
('vinegar', '.'): 1
('slightly', 'more'): 1
('expensive', 'from'): 1
('lot', 'better'): 1
('better', 'condition'): 1
('condition', '.'): 1
('a', 'bachorette'): 1
('bachorette', 'party'): 1
('party', 'in'): 1
('in', 'aug'): 1
('aug', '2005'): 1
('were', '10'): 1
('10', 'girls'): 1
('girls', 'total'): 1
('total', '.'): 1
('had', '5'): 1
('5', 'rooms'): 1
('rooms', '...'): 1
('hear', 'one'): 1
('one', 'complaint'): 1
('complaint', 'from'): 1
('from', 'anyone'): 1
('anyone', 'during'): 1
('our', 'entire'): 1
('entire', 'extended'): 1
('extended', 'weekend'): 1
('to', 'chi-town'): 1
('chi-town', 'before'): 1
('hotel', 'based'): 1
('from', 'ta'): 1
('the', 'happy'): 1
('just', 'fabulous'): 1
('fabulous', '.'): 1
('great', 'double'): 1
('double', 'headed'): 1
('headed', 'shower'): 1
('and', 'aveda'): 1
('products', 'was'): 1
('extra', 'bonus'): 1
